source_year,source_file,source_sheet,diarienummer,utbildningsnamn,utbildningsomrade,beslut,decision_normalized,kommun,lan,yh_poang,studieform,study_form_normalized,studietakt_procent,utbildningsanordnare,huvudmannatyp,sun5_inriktning,sun5_inriktning_namn,seqf_niva,smalt_yrkesomrade
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/5458,.NET Cloud developer,Data/IT,Avslag,rejected,Stockholm,Stockholm,400,Bunden,on_site,100,IT-Högskolan Stockholm AB,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/4695,.NET Developer,Data/IT,Avslag,rejected,Flera kommuner,Flera kommuner,400,Bunden,on_site,100,KYH AB,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/4476,.NET Utvecklare,Data/IT,Beviljad,approved,Gävle,Gävleborg,400,Bunden,on_site,100,Plushögskolan AB - Teknikhögskolan,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/4708,.NET Utvecklare,Data/IT,Avslag,rejected,Flera kommuner,Flera kommuner,410,Distans,distance,100,Plushögskolan AB - Teknikhögskolan Mitt,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/5529,.NET-utvecklare,Data/IT,Avslag,rejected,Kungälv,Västra Götaland,400,Distans,distance,100,Optimum Education AB,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/5532,.NET-utvecklare,Data/IT,Avslag,rejected,Göteborg,Västra Götaland,400,Bunden,on_site,100,IT-Högskolan Sverige AB,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/4324,Agil IT-projektledare,Data/IT,Avslag,rejected,Solna,Stockholm,400,Distans,distance,100,Hermods AB Stockholm,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/4765,Agil IT-projektledare,Data/IT,Avslag,rejected,Malmö,Skåne,400,Distans,distance,100,Hermods AB Malmö,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/5427,Agil Projektledare,Data/IT,Avslag,rejected,Göteborg,Västra Götaland,300,Distans,distance,100,Stockholm School of Business,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/4680,Agil Projektledare - Scrum,Data/IT,Avslag,rejected,Malmö,Skåne,300,Bunden,on_site,100,KYH AB Malmö,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/4692,Agil Projektledare - Scrum,Data/IT,Avslag,rejected,Flera kommuner,Flera kommuner,300,Bunden,on_site,100,KYH AB,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/5482,Agil projektledare/DevOps,Data/IT,Avslag,rejected,Norrköping,Östergötland,400,Distans,distance,100,Stockholms Internationella Handelsskola AB,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/5252,AI & Machine Learning Engineer,Data/IT,Avslag,rejected,Stockholm,Stockholm,400,Distans,distance,100,Lernia Utbildning AB,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/5240,AI Business Consultant,Data/IT,Avslag,rejected,Göteborg,Västra Götaland,400,Bunden,on_site,100,"Göteborgs Stad, Yrgo",Kommun,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/5442,AI Data Analyst,Data/IT,Avslag,rejected,Sundsvall,Västernorrland,400,Bunden,on_site,100,Edugrade AB,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/4860,AI Developer,Data/IT,Avslag,rejected,Göteborg,Västra Götaland,400,Bunden,on_site,100,JENSEN Education School AB,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/4975,AI Developer,Data/IT,Avslag,rejected,Malmö,Skåne,400,Bunden,on_site,100,JENSEN Education School AB,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/5510,AI Engineer,Data/IT,Avslag,rejected,Flera kommuner,Flera kommuner,420,Distans,distance,100,Medieinstitutet i Sverige AB,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/5241,AI Utvecklare,Data/IT,Avslag,rejected,Göteborg,Västra Götaland,400,Bunden,on_site,100,"Göteborgs Stad, Yrgo",Kommun,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/4402,AI-utvecklare,Data/IT,Avslag,rejected,Göteborg,Västra Götaland,400,Bunden,on_site,100,EC Utbildning AB Göteborg,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/5104,AI-utvecklare,Data/IT,Avslag,rejected,Solna,Stockholm,400,Bunden,on_site,100,EC Utbildning AB Stockholm,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/5540,AI-utvecklare,Data/IT,Avslag,rejected,Kungälv,Västra Götaland,400,Distans,distance,100,Optimum Education AB,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/4327,Applikationsingenjör mot industri/fordonsbranschen,Data/IT,Avslag,rejected,Göteborg,Västra Götaland,410,Distans,distance,100,Hermods AB Göteborg,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/5416,Applikationsutvecklare till iPhone och Android,Data/IT,Avslag,rejected,Stockholm,Stockholm,400,Bunden,on_site,100,IT-Högskolan Stockholm AB,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/5526,Applikationsutvecklare till webb och mobila enheter,Data/IT,Avslag,rejected,Göteborg,Västra Götaland,400,Bunden,on_site,100,IT-Högskolan Sverige AB,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/5413,Avancerad Programmerare,Data/IT,Avslag,rejected,Umeå,Västerbotten,550,Bunden,on_site,100,Changemaker Educations AB,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/4749,Backend Developer,Data/IT,Avslag,rejected,Stockholm,Stockholm,400,Bunden,on_site,100,KYH AB Stockholm,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/4930,Backend Developer,Data/IT,Avslag,rejected,Göteborg,Västra Götaland,400,Bunden,on_site,100,Handelsakademin i Göteborg AB,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/5107,Backend Developer,Data/IT,Avslag,rejected,Flera kommuner,Flera kommuner,400,Bunden,on_site,100,Handelsakademin i Göteborg AB,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/5139,Backend Developer PHP,Data/IT,Avslag,rejected,Flera kommuner,Flera kommuner,400,Distans,distance,100,Movant AB,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/5441,Backendutvecklare .NET,Data/IT,Avslag,rejected,Stockholm,Stockholm,410,Bunden,on_site,100,Medieinstitutet i Sverige AB,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/5370,"Backendutvecklare, inriktning .NET",Data/IT,Avslag,rejected,Botkyrka,Stockholm,400,Bunden,on_site,100,Xenter Yrkeshögskola,Kommun,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/5514,BI/Analytics utvecklare,Data/IT,Avslag,rejected,Flera kommuner,Flera kommuner,400,Distans,distance,100,Plushögskolan AB - Teknikhögskolan Norr,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/5460,Blockchain Developer,Data/IT,Avslag,rejected,Flera kommuner,Flera kommuner,405,Distans,distance,100,Plushögskolan AB - Teknikhögskolan Öst,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/5070,Business Analyst/Kravanalytiker IT,Data/IT,Avslag,rejected,Stockholm,Stockholm,400,Bunden,on_site,100,Newton Kompetensutveckling AB,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/3798,Business Application Specialist,Data/IT,Avslag,rejected,Flera kommuner,Flera kommuner,400,Distans,distance,100,YrkesAkademin YH AB,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/5279,Business intelligence med AI kompetens,Data/IT,Avslag,rejected,Malmö,Skåne,400,Bunden,on_site,100,Handelsakademin i Göteborg AB,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/5253,Cloud & ICT Engineer,Data/IT,Beviljad,approved,Stockholm,Stockholm,400,Bunden,on_site,100,Lernia Utbildning AB,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/5254,Cloud & ICT Engineer,Data/IT,Avslag,rejected,Helsingborg,Skåne,400,Distans,distance,100,Lernia Utbildning AB,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/4567,Cloud Application Designer,Data/IT,Avslag,rejected,Helsingborg,Skåne,400,Bunden,on_site,100,EC Utbildning AB Helsingborg,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/5082,Cloud developer,Data/IT,Avslag,rejected,Malmö,Skåne,400,Bunden,on_site,100,Newton Kompetensutveckling AB,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/4481,Cloud Software Developer - AWS,Data/IT,Avslag,rejected,Umeå,Västerbotten,400,Distans,distance,100,YrkesAkademin YH AB,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/4989,Cloudutvecklare,Data/IT,Avslag,rejected,Solna,Stockholm,400,Bunden,on_site,100,Nackademin AB,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/4877,Cloudutvecklare AWS,Data/IT,Avslag,rejected,Malmö,Skåne,400,Bunden,on_site,100,JENSEN Education School AB,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/4878,Cloudutvecklare Azure,Data/IT,Avslag,rejected,Malmö,Skåne,400,Bunden,on_site,100,JENSEN Education School AB,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/5313,Cross Mobile Publishing,Data/IT,Avslag,rejected,Malmö,Skåne,440,Bunden,on_site,100,MacMeckarna AB,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/4374,Customer Data Developer,Data/IT,Avslag,rejected,Göteborg,Västra Götaland,400,Bunden,on_site,100,IHM Business School AB Göteborg,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/5503,Cyber Security Engineer,Data/IT,Avslag,rejected,Stockholm,Stockholm,420,Distans,distance,100,Medieinstitutet i Sverige AB,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/4309,Cyber Security Specialist,Data/IT,Avslag,rejected,Flera kommuner,Flera kommuner,330,Distans,distance,100,YrkesAkademin YH AB,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/5530,Cyber Security Specialist,Data/IT,Avslag,rejected,Botkyrka,Stockholm,400,Bunden,on_site,100,Xenter Yrkeshögskola,Kommun,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/4630,Cybersäkerhetsspecialist,Data/IT,Avslag,rejected,Flera kommuner,Flera kommuner,400,Bunden,on_site,100,"Göteborgs Stad, Yrgo",Kommun,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/4744,Cybersäkerhetsspecialist,Data/IT,Avslag,rejected,Stockholm,Stockholm,400,Bunden,on_site,100,Stiftelsen Stockholms Tekniska Institut,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/4891,Cybersäkerhetsspecialist,Data/IT,Avslag,rejected,Stockholm,Stockholm,400,Bunden,on_site,100,"Stockholms stad, Frans Schartaus Handelsinstitut",Kommun,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/5255,Cybersäkerhetsspecialist,Data/IT,Avslag,rejected,Stockholm,Stockholm,400,Distans,distance,100,Lernia Utbildning AB,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/5411,Cybersäkerhetsspecialist,Data/IT,Avslag,rejected,Örnsköldsvik,Västernorrland,400,Distans,distance,100,Iris Hadar AB,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/4977,Data Engineer,Data/IT,Beviljad,approved,Stockholm,Stockholm,400,Bunden,on_site,100,Stiftelsen Stockholms Tekniska Institut,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/4984,Data Engineer,Data/IT,Avslag,rejected,Stockholm,Stockholm,400,Distans,distance,100,Stiftelsen Stockholms Tekniska Institut,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/5462,Data Manager,Data/IT,Beviljad,approved,Stockholm,Stockholm,400,Bunden,on_site,100,TUC Sweden AB - Yrkeshögskola,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/4381,Data Scientist,Data/IT,Avslag,rejected,Örebro,Örebro,400,Distans,distance,100,EC Utbildning AB Örebro,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/5039,Data Scientist,Data/IT,Avslag,rejected,Göteborg,Västra Götaland,400,Bunden,on_site,100,JENSEN Education School AB,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/5385,Data Scientist,Data/IT,Avslag,rejected,Stockholm,Stockholm,400,Bunden,on_site,100,JENSEN Education School AB,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/5387,Data Scientist,Data/IT,Avslag,rejected,Malmö,Skåne,400,Bunden,on_site,100,JENSEN Education School AB,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/5539,DataScientist,Data/IT,Avslag,rejected,Kungälv,Västra Götaland,400,Distans,distance,100,Optimum Education AB,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/4991,Dataspelsprogrammerare,Data/IT,Avslag,rejected,Jönköping,Jönköping,400,Bunden,on_site,100,Tekniska Högskolan i Jönköping AB,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/5257,DevOps Engineer,Data/IT,Beviljad,approved,Stockholm,Stockholm,400,Distans,distance,100,Lernia Utbildning AB,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/4786,DevOps Engineer,Data/IT,Avslag,rejected,Stockholm,Stockholm,400,Distans,distance,100,Stiftelsen Stockholms Tekniska Institut,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/5260,DevOps Engineer,Data/IT,Avslag,rejected,Helsingborg,Skåne,400,Distans,distance,100,Lernia Utbildning AB,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/5325,DevOps Engineer,Data/IT,Avslag,rejected,Stockholm,Stockholm,400,Bunden,on_site,100,JENSEN Education School AB,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/5334,DevOps Engineer,Data/IT,Avslag,rejected,Göteborg,Västra Götaland,400,Bunden,on_site,100,JENSEN Education School AB,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/5393,DevOps Engineer,Data/IT,Avslag,rejected,Flera kommuner,Flera kommuner,400,Distans,distance,100,Plushögskolan AB - Teknikhögskolan Syd,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/4464,DevOps Utvecklare,Data/IT,Avslag,rejected,Göteborg,Västra Götaland,420,Bunden,on_site,100,EC Utbildning AB Göteborg,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/4565,DevOps Utvecklare,Data/IT,Avslag,rejected,Malmö,Skåne,420,Bunden,on_site,100,EC Utbildning AB Malmö,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/4635,DevOps-utvecklare,Data/IT,Avslag,rejected,Göteborg,Västra Götaland,400,Distans,distance,100,YrkesAkademin YH AB,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/5392,DevOps-utvecklare,Data/IT,Avslag,rejected,Flera kommuner,Flera kommuner,400,Bunden,on_site,100,IT-Högskolan Sverige AB,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/5410,DevOps-utvecklare DISTANS,Data/IT,Avslag,rejected,Stockholm,Stockholm,400,Distans,distance,100,IT-Högskolan Stockholm AB,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/5151,Digital analytiker,Data/IT,Avslag,rejected,Flera kommuner,Flera kommuner,400,Bunden,on_site,100,Borås Stad - Yrkeshögskolan i Borås,Kommun,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/5508,E-handelsutvecklare,Data/IT,Avslag,rejected,Flera kommuner,Flera kommuner,400,Bunden,on_site,100,IT-Högskolan Sverige AB,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/5191,Etisk hackare,Data/IT,Avslag,rejected,Flera kommuner,Flera kommuner,410,Distans,distance,100,Plushögskolan AB - Teknikhögskolan,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/5002,Etisk Mjukvarutestare,Data/IT,Avslag,rejected,Mölndal,Västra Götaland,400,Distans,distance,100,Campus Mölndal,Kommun,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/4945,Experience Designer,Data/IT,Beviljad,approved,Karlstad,Värmland,400,Bunden,on_site,100,Changemaker Educations AB,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/5426,"Forsbergs, Spelutvecklare – Game Programming",Data/IT,Beviljad,approved,Stockholm,Stockholm,550,Bunden,on_site,100,Forsbergs Skola,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/4752,Front End Developer,Data/IT,Beviljad,approved,Göteborg,Västra Götaland,400,Bunden,on_site,100,Medieinstitutet i Sverige AB,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/4750,Front End Developer,Data/IT,Avslag,rejected,Malmö,Skåne,405,Distans,distance,100,KYH AB,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/4504,Front end webbutvecklare,Data/IT,Avslag,rejected,Jönköping,Jönköping,400,Bunden,on_site,100,Grit Academy AB,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/4607,Front end webbutvecklare,Data/IT,Avslag,rejected,Flera kommuner,Flera kommuner,400,Bunden,on_site,100,Grit Academy,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/5048,Front end webbutvecklare,Data/IT,Avslag,rejected,Norrköping,Östergötland,400,Bunden,on_site,100,Grit Academy,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/4942,Frontend Developer,Data/IT,Beviljad,approved,Göteborg,Västra Götaland,400,Bunden,on_site,100,Handelsakademin i Göteborg AB,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/4810,Frontend Developer,Data/IT,Avslag,rejected,Stockholm,Stockholm,400,Distans,distance,100,Hyper Island Program AB - Karlskrona,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/5114,Frontend Developer,Data/IT,Avslag,rejected,Flera kommuner,Flera kommuner,400,Bunden,on_site,100,Handelsakademin i Göteborg AB,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/5327,Frontend Developer,Data/IT,Avslag,rejected,Flera kommuner,Flera kommuner,320,Distans,distance,100,EdUP Group AB,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/5371,Frontend- och JAMSTACK-utvecklare,Data/IT,Avslag,rejected,Botkyrka,Stockholm,415,Bunden,on_site,100,Xenter Yrkeshögskola,Kommun,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/4526,Front-end utvecklare,Data/IT,Avslag,rejected,Sunne,Värmland,450,Bunden,on_site,100,Sunne kommun/Brobygrafiska,Kommun,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/4826,Frontendutvecklare,Data/IT,Beviljad,approved,Västerås,Västmanland,400,Bunden,on_site,100,EC Utbildning AB Västerås,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/4380,Frontendutvecklare,Data/IT,Avslag,rejected,Karlstad,Värmland,400,Distans,distance,100,EC Utbildning AB Örebro,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/4403,Frontendutvecklare,Data/IT,Avslag,rejected,Göteborg,Västra Götaland,400,Bunden,on_site,100,EC Utbildning AB Göteborg,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/4404,Frontendutvecklare,Data/IT,Avslag,rejected,Halmstad,Halland,400,Bunden,on_site,100,EC Utbildning AB Halmstad,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/4850,Frontendutvecklare,Data/IT,Avslag,rejected,Solna,Stockholm,400,Bunden,on_site,100,EC Utbildning AB Stockholm,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/4882,Frontendutvecklare,Data/IT,Avslag,rejected,Malmö,Skåne,400,Bunden,on_site,100,JENSEN Education School AB,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/5144,Frontendutvecklare,Data/IT,Avslag,rejected,Göteborg,Västra Götaland,400,Bunden,on_site,100,Newton Kompetensutveckling AB,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/5535,Frontendutvecklare,Data/IT,Avslag,rejected,Kungälv,Västra Götaland,400,Distans,distance,100,Optimum Education AB,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/4382,Frontend-utvecklare,Data/IT,Avslag,rejected,Växjö,Kronoberg,400,Bunden,on_site,100,EC Utbildning AB Växjö,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/4383,Frontend-utvecklare,Data/IT,Avslag,rejected,Växjö,Kronoberg,400,Distans,distance,100,EC Utbildning AB Växjö,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/5079,Frontend-utvecklare,Data/IT,Avslag,rejected,Stockholm,Stockholm,300,Bunden,on_site,75,Företagsuniversitetet AB,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/5494,Frontend-utvecklare,Data/IT,Avslag,rejected,Göteborg,Västra Götaland,400,Distans,distance,100,IT-Högskolan Sverige AB,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/5469,Frontendutvecklare för mobil och webb,Data/IT,Avslag,rejected,Flera kommuner,Flera kommuner,420,Bunden,on_site,100,Chas Academy AB,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/5019,Frontendutvecklare inriktning tillgänglighet,Data/IT,Avslag,rejected,Göteborg,Västra Götaland,400,Distans,distance,100,Folkuniversitetet Kursverksamheten vid Göteborgs universitet,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/4757,Fullstack Developer,Data/IT,Beviljad,approved,Göteborg,Västra Götaland,400,Distans,distance,100,Medieinstitutet i Sverige AB,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/4674,Fullstack Developer,Data/IT,Avslag,rejected,Göteborg,Västra Götaland,400,Bunden,on_site,100,KYH AB Göteborg,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/4696,Fullstack Developer,Data/IT,Avslag,rejected,Flera kommuner,Flera kommuner,400,Bunden,on_site,100,KYH AB,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/5468,Fullstack webbutvecklare (online),Data/IT,Avslag,rejected,Stockholm,Stockholm,425,Distans,distance,100,Chas Academy AB,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/5244,Fullstackutvecklare,Data/IT,Avslag,rejected,Luleå,Norrbotten,400,Distans,distance,100,"Luleå kommun, Vuxenutbildningen",Kommun,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/5052,Fullstack-utvecklare,Data/IT,Beviljad,approved,Stockholm,Stockholm,400,Bunden,on_site,75,Företagsuniversitetet AB,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/4980,Fullstackutvecklare .NET,Data/IT,Avslag,rejected,Mölndal,Västra Götaland,400,Distans,distance,100,Campus Mölndal,Kommun,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/5181,Fullstackutvecklare .NET,Data/IT,Avslag,rejected,Örebro,Örebro,400,Bunden,on_site,100,AVT AB,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/5465,Fullstackutvecklare .NET,Data/IT,Avslag,rejected,Flera kommuner,Flera kommuner,410,Bunden,on_site,100,Chas Academy AB,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/5332,Fullstackutvecklare .NET - Digitala tjänster,Data/IT,Avslag,rejected,Borås,Västra Götaland,400,Distans,distance,100,Stiftelsen Proteko - plugga.tech,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/5464,Fullstackutvecklare JavaScript,Data/IT,Beviljad,approved,Flera kommuner,Flera kommuner,430,Bunden,on_site,100,Chas Academy AB,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/5331,Fullstackutvecklare JavaScript - Digitala tjänster,Data/IT,Avslag,rejected,Borås,Västra Götaland,400,Distans,distance,100,Stiftelsen Proteko - plugga.tech,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/5076,Futuregames Game Programmer,Data/IT,Beviljad,approved,Stockholm,Stockholm,550,Bunden,on_site,100,Changemaker Educations AB,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/5136,Futuregames Game Programmer,Data/IT,Beviljad,approved,Malmö,Skåne,550,Bunden,on_site,100,Changemaker Educations AB,Privat,,,,
2022,resultat-ansokningsomgang-2022.xlsx,Tabell 3,MYH 2022/4968,Futuregames Game Programmer,Data/IT,Avslag,rejected,Karlstad,Värmland,550,Bunden,on_site,100,Changemaker Educations AB,Privat,,,,
